mse,mae,rmse,rse,mape,wape,smape,mse_in_range,config,dataset,run,note
0.0046524498863583525,0.039653861128171826,0.06820886955783942,0.04454799171172025,0.20861689487605786,0.07890005382850467,29.43636031152964,0.004550231155008078,global_only,SDN,1,
0.003974651719443186,0.03789197841680688,0.06304483895961022,0.0380579600381947,0.20164743397854765,0.07539440174794483,28.430250139452536,0.003872150322422385,perflow_only,SDN,1,
0.006291862275957924,0.046152935488517885,0.07932125992417118,0.060245641622601605,0.22671348548468856,0.09183138768296403,30.32025848978428,0.0061873747035861015,static_average,SDN,1,
0.004693473246344753,0.039908381181280136,0.06850892822358814,0.04494079729701404,0.21072151962154784,0.07940647729697273,29.606430592775894,0.004590666387230158,best_single_val,SDN,1,lightgbm_res
0.004657627181692703,0.0396857148884896,0.06824681078037788,0.044597565187045586,0.20887052937667833,0.07896343387100768,29.45704827878135,0.004555279854685068,context_gate,SDN,1,
0.004001708951731669,0.03804129736429457,0.06325906221034001,0.03831703759715211,0.2043733039420734,0.07569150454346617,28.530155205750013,0.0038987661246210337,full,SDN,2,
0.004667478525763096,0.03974903798093365,0.06831894704811467,0.0446918934667083,0.21129693021663176,0.07908942905181175,29.520969045502344,0.0045645819045603275,no_stwaveformer,SDN,2,
0.004127831276657774,0.038654453046654484,0.06424820057136055,0.039524680112968405,0.20907049646547277,0.07691151225436928,28.780260704081755,0.00402413122355938,no_xgboost,SDN,2,
0.004843537450771135,0.04197417552562068,0.06959552751988546,0.04637768734382872,0.22065561484248608,0.08351682822699334,29.467270416751607,0.004742808174341917,no_lightgbm_res,SDN,2,
0.004670011911663412,0.03976419698690643,0.06833748540635229,0.04471615106364036,0.21132886994854755,0.07911959121895541,29.523323255860017,0.00456712581217289,global_only,SDN,2,
0.004001708951731669,0.03804129736429457,0.06325906221034001,0.03831703759715211,0.2043733039420734,0.07569150454346617,28.530155205750013,0.0038987661246210337,perflow_only,SDN,2,
0.006250505923812231,0.045799308419708196,0.07906014118259738,0.059849647581265375,0.2261156927291679,0.09112776907003459,30.238203463171292,0.0061510177329182625,static_average,SDN,2,
0.004712195788882734,0.04000645092578987,0.06864543530987864,0.04512006879701448,0.21334638912215548,0.07960160856289801,29.672534570105636,0.004608565010130405,best_single_val,SDN,2,lightgbm_res
0.004674543249304282,0.039785431179711506,0.06837063148241562,0.044759539385191185,0.21146455921384777,0.07916184130274699,29.533298986215733,0.004571577534079552,context_gate,SDN,2,
0.00403324037053884,0.03821763244601635,0.0635077977144448,0.03861895624603413,0.20409538072496902,0.07604236186338093,28.563494695413166,0.003929405938833952,full,SDN,3,
0.00469489711084543,0.03989388368306544,0.06851931925264167,0.04495443103956349,0.21155112239658627,0.07937763134459949,29.560649960955203,0.0045911455526947975,no_stwaveformer,SDN,3,
0.0041574025929825365,0.03883684061147762,0.06447792329923892,0.039807830450256904,0.21007730840991412,0.07727441231687976,28.846937806007933,0.00405326671898365,no_xgboost,SDN,3,
0.004863156247610176,0.042097746451986426,0.06973633376949333,0.046565540629802234,0.21800738456158136,0.08376269968728775,29.62404638632196,0.004759985953569412,no_lightgbm_res,SDN,3,
0.004697410798247451,0.03990896440442302,0.06853765970798427,0.04497850002005469,0.21159187313812083,0.07940763774733137,29.56298538830581,0.0045936740934848785,global_only,SDN,3,
0.00403324037053884,0.03821763244601635,0.0635077977144448,0.03861895624603413,0.20409538072496902,0.07604236186338093,28.563494695413166,0.003929405938833952,perflow_only,SDN,3,
0.0062923658475689224,0.04603434157018018,0.07932443411439455,0.06025046340564086,0.22733725824963308,0.09159541907172757,30.313011609292072,0.006191582418978214,static_average,SDN,3,
0.0047369109540617745,0.04015824272828033,0.06882522033427699,0.045356720668704276,0.21425503457572187,0.0799036316458082,29.728836458456637,0.004632843658328056,best_single_val,SDN,3,lightgbm_res
0.004701730055226999,0.039936981922136426,0.06856916256763676,0.04501985763353267,0.21199999717252035,0.07946338474378611,29.583603908024376,0.004597964230924845,context_gate,SDN,3,
0.004026587747237503,0.03810652250515407,0.06345539966966958,0.038555256256796615,0.2037940032102182,0.075821284266761,28.500903220289143,0.0039215609431266785,full,SDN,4,
0.004729292433243782,0.03991866494232112,0.06876985119399186,0.04528377204796779,0.2110641583751544,0.07942693909505767,28.562075879135975,0.004624634049832821,no_stwaveformer,SDN,4,
0.004182605311209184,0.03878362082195236,0.06467306480451644,0.04004915072454197,0.20899934079641572,0.07716851987314742,28.796842519349504,0.004076853394508362,no_xgboost,SDN,4,
0.004853028136337121,0.041877875621789865,0.06966367874536286,0.046468562257532084,0.21906443625727834,0.08332521844727045,29.527512380125962,0.004751896485686302,no_lightgbm_res,SDN,4,
0.004731948836481503,0.03993518369490601,0.0687891622022067,0.04530920755663687,0.2111306196088206,0.07945980677631359,29.52175096033785,0.004627295769751072,global_only,SDN,4,
0.004026587747237503,0.03810652250515407,0.06345539966966958,0.038555256256796615,0.2037940032102182,0.075821284266761,28.500903220289143,0.0039215609431266785,perflow_only,SDN,4,
0.0063661043581279405,0.04658249726606973,0.0797878709963359,0.06095652207095814,0.2356496821046881,0.09268609505337518,30.530856421715598,0.006264102645218372,static_average,SDN,4,
0.004778090632119241,0.040215866981569745,0.06912373421712141,0.045751023025871904,0.21344867761639752,0.08001828773621177,28.728768367750423,0.0046724192798137665,best_single_val,SDN,4,lightgbm_res
0.004736202275245273,0.039961192582039375,0.06882007174687682,0.04534993494960683,0.21136338061751034,0.07951155716168487,29.549438721012155,0.004631418269127607,context_gate,SDN,4,
0.0007185450444811857,0.005493054028330723,0.026805690524237306,0.12905709927625006,1.2663092170366104,0.26153351667120617,83.85088013396191,0.0004466982209123671,full,GEANT,0,
0.0007281095598671044,0.005735834783139288,0.026983505329499065,0.13077497155324974,1.5382882925506889,0.2730927156628224,84.1921422795839,0.00044532312313094735,no_stwaveformer,GEANT,0,
